event_id,model_key,model_label,model_id,stage,panel,component,window_type,cc,shift_samples,shift_s,sign,npts
S0254b,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.4395141549535095,-62,-3.1,-,200
S0254b,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.4142663266737963,-13,-0.65,-,300
S0254b,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.6945461073392928,38,1.9000000000000001,+,200
S0254b,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.10690242264055153,31,1.55,+,300
S0254b,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.20207592676546338,-75,-3.75,+,200
S0254b,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.25073907291787917,79,3.95,+,300
S0254b,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.37200648477026615,71,3.5500000000000003,+,200
S0254b,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.07296614857491689,-93,-4.65,+,300
S0254b,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.3911112639796773,-61,-3.0500000000000003,-,200
S0254b,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.49031985828580205,-13,-0.65,-,300
S0254b,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.7247926062280915,39,1.9500000000000002,+,200
S0254b,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.10620997360874605,47,2.35,-,300
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.6268839801622633,-61,-3.0500000000000003,-,200
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.5137680003933718,-13,-0.65,-,300
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.8312827383153191,39,1.9500000000000002,+,200
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.6707921343709174,77,3.85,-,300
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.4907991135143594,-60,-3.0,-,200
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.9487584608734203,-96,-4.800000000000001,+,300
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.8579814701123393,38,1.9000000000000001,+,200
S0254b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.6722627986884642,-100,-5.0,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.6548109274153632,85,4.25,-,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.4318260351336178,-78,-3.9000000000000004,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.7947528513024088,49,2.45,+,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.13747384049614106,-95,-4.75,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.2508297503493779,52,2.6,-,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.562345400337705,70,3.5,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.3754997238544145,-6,-0.30000000000000004,-,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.07393991982272188,-92,-4.6000000000000005,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.5455195770638195,86,4.3,-,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.5322093620376548,-78,-3.9000000000000004,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.8613693638440373,50,2.5,+,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.1269106583397689,-96,-4.800000000000001,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.770153495275693,71,3.5500000000000003,+,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.5068745585569583,-95,-4.75,-,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.9091021613113266,50,2.5,+,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.7271403121499825,-96,-4.800000000000001,+,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.6522342187076433,-23,-1.1500000000000001,-,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.8760139727935828,-97,-4.8500000000000005,-,300
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.9357171373273548,35,1.75,-,200
S0254b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.7296423535239399,92,4.6000000000000005,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,raw,PZ,Z,pick-based,0.6573643052412877,13,0.65,+,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,raw,SZ,Z,pick-based,0.3391003031341986,-65,-3.25,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,raw,PR,R,pick-based,0.8722686827273339,52,2.6,+,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,raw,ST,T,pick-based,0.08484805721428192,-89,-4.45,+,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_05,PZ,Z,pick-based,0.21188600982419675,-8,-0.4,-,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_05,SZ,Z,pick-based,0.3847413928476176,89,4.45,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_05,PR,R,pick-based,0.31398701601878604,56,2.8000000000000003,+,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_05,ST,T,pick-based,0.055894024120125764,-89,-4.45,+,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_08,PZ,Z,pick-based,0.5844353710570117,12,0.6000000000000001,+,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_08,SZ,Z,pick-based,0.4350850325210856,-82,-4.1000000000000005,+,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_08,PR,R,pick-based,0.9108751439234759,53,2.6500000000000004,+,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_01_08,ST,T,pick-based,0.06994439249880788,-100,-5.0,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09,PZ,Z,pick-based,0.7460933317868813,27,1.35,-,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09,SZ,Z,pick-based,0.4760830829676549,-97,-4.8500000000000005,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09,PR,R,pick-based,0.9521399345780411,38,1.9000000000000001,-,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09,ST,T,pick-based,0.6504131204876585,-100,-5.0,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09_pol,PZ,Z,pick-based,0.7083665175434767,-82,-4.1000000000000005,-,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09_pol,SZ,Z,pick-based,0.8505940659092366,-11,-0.55,-,300
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09_pol,PR,R,pick-based,0.9566457901434081,38,1.9000000000000001,-,200
S0254b,EventBest,Event best (Geophysical_model277),Geophysical_model277,bp_03_09_pol,ST,T,pick-based,0.6604575990964755,-100,-5.0,-,300
S0395a,X,Model X,X,raw,PZ,Z,pick-based,0.6475583807062139,91,4.55,+,200
S0395a,X,Model X,X,raw,SZ,Z,pick-based,0.3081693545099086,46,2.3000000000000003,-,300
S0395a,X,Model X,X,raw,PR,R,pick-based,0.9381688751827542,48,2.4000000000000004,-,200
S0395a,X,Model X,X,raw,ST,T,pick-based,0.4017098719704548,37,1.85,+,300
S0395a,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.5427016921743226,-33,-1.6500000000000001,-,200
S0395a,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.2521053395223602,42,2.1,-,300
S0395a,X,Model X,X,bp_01_05,PR,R,pick-based,0.42237066068983137,-54,-2.7,-,200
S0395a,X,Model X,X,bp_01_05,ST,T,pick-based,0.10743171605918175,37,1.85,+,300
S0395a,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.6426982432290816,89,4.45,+,200
S0395a,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.2858016874696176,46,2.3000000000000003,-,300
S0395a,X,Model X,X,bp_01_08,PR,R,pick-based,0.8753792577815024,48,2.4000000000000004,-,200
S0395a,X,Model X,X,bp_01_08,ST,T,pick-based,0.35458674975733284,37,1.85,+,300
S0395a,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.7179350841684965,90,4.5,+,200
S0395a,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.30801568437904797,46,2.3000000000000003,-,300
S0395a,X,Model X,X,bp_03_09,PR,R,pick-based,0.9471638495598829,48,2.4000000000000004,-,200
S0395a,X,Model X,X,bp_03_09,ST,T,pick-based,0.9054549883097257,37,1.85,+,300
S0395a,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.10416286693481094,-80,-4.0,+,200
S0395a,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.04797328524705935,46,2.3000000000000003,-,300
S0395a,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.6532449434935274,-56,-2.8000000000000003,-,200
S0395a,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.8699057369874091,51,2.5500000000000003,-,300
S0395a,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.44944848030683526,91,4.55,-,200
S0395a,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.36134429229069615,-45,-2.25,-,300
S0395a,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.5572763010930304,-39,-1.9500000000000002,-,200
S0395a,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.13675930841078027,94,4.7,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.38784133254216113,-89,-4.45,+,200
S0395a,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.2964868430079679,-34,-1.7000000000000002,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.05396957956339869,77,3.85,-,200
S0395a,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.0449129425515508,92,4.6000000000000005,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.411725328901589,91,4.55,-,200
S0395a,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.347584853462537,-42,-2.1,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.25136622743367343,-39,-1.9500000000000002,-,200
S0395a,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.15568533904322313,93,4.65,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.8350941824738479,91,4.55,-,200
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.413267377667324,-45,-2.25,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.7321917221666333,-39,-1.9500000000000002,-,200
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.6158454177246269,94,4.7,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.4887849569067345,90,4.5,-,200
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.4389291447756373,-45,-2.25,-,300
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.6336991133477787,-54,-2.7,+,200
S0395a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.5199061228757207,41,2.0500000000000003,+,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.34685092136369333,58,2.9000000000000004,-,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.4608693445404355,-77,-3.85,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.3376924283523817,-51,-2.5500000000000003,-,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.16674781442946165,-46,-2.3000000000000003,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.37199246314696605,-43,-2.15,-,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.35924941183294234,-53,-2.6500000000000004,+,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.2155922132289741,-69,-3.45,+,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.154050404931021,90,4.5,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.3186618249792683,57,2.85,-,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.42441228038325496,-60,-3.0,+,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.29267343364677395,-67,-3.35,+,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.13079935150453276,-46,-2.3000000000000003,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.6434905229908021,73,3.6500000000000004,+,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.48778780504001085,-76,-3.8000000000000003,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.7236432749683923,91,4.55,+,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.5864966428358597,-46,-2.3000000000000003,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.6852639571548461,100,5.0,+,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.5425371143200288,-75,-3.75,-,300
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.5836969293065423,-49,-2.45,-,200
S0395a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.759722848479653,-31,-1.55,+,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,raw,PZ,Z,pick-based,0.8713830164981267,55,2.75,-,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,raw,SZ,Z,pick-based,0.26324472097022494,-32,-1.6,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,raw,PR,R,pick-based,0.7773167839839454,88,4.4,-,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,raw,ST,T,pick-based,0.19605740756985163,-63,-3.1500000000000004,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_05,PZ,Z,pick-based,0.44938881393357666,-38,-1.9000000000000001,-,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_05,SZ,Z,pick-based,0.25919584284247865,-23,-1.1500000000000001,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_05,PR,R,pick-based,0.3909586266455279,67,3.35,+,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_05,ST,T,pick-based,0.07958104662841697,90,4.5,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_08,PZ,Z,pick-based,0.7714165082232328,40,2.0,+,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_08,SZ,Z,pick-based,0.26935068870729706,-30,-1.5,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_08,PR,R,pick-based,0.796193827815408,87,4.3500000000000005,-,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_01_08,ST,T,pick-based,0.18986115893460254,-63,-3.1500000000000004,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09,PZ,Z,pick-based,0.8527913582069825,41,2.0500000000000003,+,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09,SZ,Z,pick-based,0.2664672428669206,-32,-1.6,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09,PR,R,pick-based,0.843995128538804,88,4.4,-,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09,ST,T,pick-based,0.8191534307843491,-63,-3.1500000000000004,-,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09_pol,PZ,Z,pick-based,0.9132173389976646,96,4.800000000000001,+,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09_pol,SZ,Z,pick-based,0.10491533195197211,40,2.0,+,300
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09_pol,PR,R,pick-based,0.8503599779202357,88,4.4,-,200
S0395a,EventBest,Event best (Geophysical_model573),Geophysical_model573,bp_03_09_pol,ST,T,pick-based,0.7084291790975206,-34,-1.7000000000000002,-,300
S0345a,X,Model X,X,raw,PZ,Z,pick-based,0.652062036983732,41,2.0500000000000003,-,200
S0345a,X,Model X,X,raw,SZ,Z,pick-based,0.16844639042795925,-12,-0.6000000000000001,+,300
S0345a,X,Model X,X,raw,PR,R,pick-based,0.6037312349238204,-78,-3.9000000000000004,-,200
S0345a,X,Model X,X,raw,ST,T,pick-based,0.12175090437757584,8,0.4,+,300
S0345a,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.4769233335182517,-62,-3.1,-,200
S0345a,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.19040976354929148,69,3.45,-,300
S0345a,X,Model X,X,bp_01_05,PR,R,pick-based,0.6870020648240631,-94,-4.7,+,200
S0345a,X,Model X,X,bp_01_05,ST,T,pick-based,0.041804346999621204,87,4.3500000000000005,+,300
S0345a,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.7472614349367622,41,2.0500000000000003,-,200
S0345a,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.26112995554921226,99,4.95,+,300
S0345a,X,Model X,X,bp_01_08,PR,R,pick-based,0.6206492059960378,-95,-4.75,+,200
S0345a,X,Model X,X,bp_01_08,ST,T,pick-based,0.05151046974760514,-93,-4.65,+,300
S0345a,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.7507381534678959,41,2.0500000000000003,-,200
S0345a,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.20680511543965532,100,5.0,+,300
S0345a,X,Model X,X,bp_03_09,PR,R,pick-based,0.6734273053102356,-78,-3.9000000000000004,-,200
S0345a,X,Model X,X,bp_03_09,ST,T,pick-based,0.2654200258589458,-94,-4.7,+,300
S0345a,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.13517725542061923,41,2.0500000000000003,-,200
S0345a,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.6168518299901979,1,0.05,-,300
S0345a,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.5677749986175638,46,2.3000000000000003,+,200
S0345a,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.6040365463587369,91,4.55,-,300
S0345a,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.29717587482151003,93,4.65,-,200
S0345a,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.3463644346629434,87,4.3500000000000005,+,300
S0345a,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.7337555378539657,-90,-4.5,-,200
S0345a,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.7054742205683122,-39,-1.9500000000000002,-,300
S0345a,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.2051855234020539,-54,-2.7,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.343421969097794,100,5.0,-,300
S0345a,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.5840370632917927,-95,-4.75,+,200
S0345a,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.1652179002287166,48,2.4000000000000004,+,300
S0345a,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.18226470153191413,92,4.6000000000000005,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.465544470329643,87,4.3500000000000005,+,300
S0345a,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.7029323361084704,-90,-4.5,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.6678631026283839,-24,-1.2000000000000002,+,300
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.7624728747389967,93,4.65,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.5077177347684612,87,4.3500000000000005,+,300
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.74288083652466,-90,-4.5,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.8459847284477877,-25,-1.25,+,300
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.5828757980202208,-97,-4.8500000000000005,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.5838989313502282,-57,-2.85,+,300
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.7335642508826593,-90,-4.5,-,200
S0345a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.5623116983391425,-54,-2.7,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.6276401275375061,-18,-0.9,-,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.9057320673975796,-34,-1.7000000000000002,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.8604033527498524,-12,-0.6000000000000001,+,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.3556846061015345,92,4.6000000000000005,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.1580761906171939,82,4.1000000000000005,+,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.16526244934430165,9,0.45,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.771567078201541,-45,-2.25,+,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.11809455954335367,-16,-0.8,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.4246717000297162,-17,-0.8500000000000001,-,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.6796513023589131,-19,-0.9500000000000001,-,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.9274437897101538,-28,-1.4000000000000001,-,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.3480738140417582,92,4.6000000000000005,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.7922417012609638,-17,-0.8500000000000001,-,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.9144384723495828,-33,-1.6500000000000001,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.8896127880913981,-27,-1.35,-,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.6689890403647285,92,4.6000000000000005,+,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.9747289842864207,0,0.0,+,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.6230277634115375,-19,-0.9500000000000001,-,300
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.9245129657305902,-27,-1.35,-,200
S0345a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.7071207086285484,-42,-2.1,+,300
S0345a,EventBest,Event best (CD_model68),CD_model68,raw,PZ,Z,pick-based,0.6679814004355913,34,1.7000000000000002,+,200
S0345a,EventBest,Event best (CD_model68),CD_model68,raw,SZ,Z,pick-based,0.14342795567608663,98,4.9,+,300
S0345a,EventBest,Event best (CD_model68),CD_model68,raw,PR,R,pick-based,0.6979671497717742,-26,-1.3,-,200
S0345a,EventBest,Event best (CD_model68),CD_model68,raw,ST,T,pick-based,0.16187152924412976,57,2.85,+,300
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_05,PZ,Z,pick-based,0.4789102244831321,100,5.0,-,200
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_05,SZ,Z,pick-based,0.44363679749852275,100,5.0,-,300
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_05,PR,R,pick-based,0.4006379951303016,-87,-4.3500000000000005,+,200
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_05,ST,T,pick-based,0.07701167277524242,59,2.95,+,300
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_08,PZ,Z,pick-based,0.6206185358490546,35,1.75,+,200
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_08,SZ,Z,pick-based,0.1924196794197292,96,4.800000000000001,+,300
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_08,PR,R,pick-based,0.5908581382552468,-42,-2.1,+,200
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_01_08,ST,T,pick-based,0.12611284267785292,57,2.85,+,300
S0345a,EventBest,Event best (CD_model68),CD_model68,bp_03_09,PZ,Z,pick-based,0.7203648789555275,21,1.05,-,200
