event_id,model_key,stage,panel,mean_cc,median_cc,mean_abs_shift_s,n_panels
S0152a,TAYAK,raw,PR,0.4136038661808262,0.4136038661808262,5.0,1
S0152a,TAYAK,raw,PZ,0.19748019233475725,0.19748019233475725,1.3,1
S0152a,TAYAK,raw,ST,0.100255163780119,0.100255163780119,5.0,1
S0152a,TAYAK,raw,SZ,0.5689963045564146,0.5689963045564146,2.9000000000000004,1
S0152a,X,bp_01_05,PR,0.6780660345815638,0.6780660345815638,0.65,1
S0152a,X,bp_01_05,PZ,0.5167224253609898,0.5167224253609898,0.5,1
S0152a,X,bp_01_05,ST,0.10196213574831865,0.10196213574831865,5.0,1
S0152a,X,bp_01_05,SZ,0.6936044616593646,0.6936044616593646,4.2,1
S0152a,X,bp_01_08,PR,0.9595040593033499,0.9595040593033499,1.4000000000000001,1
S0152a,X,bp_01_08,PZ,0.658684388821627,0.658684388821627,2.7,1
S0152a,X,bp_01_08,ST,0.15517939373022055,0.15517939373022055,4.1000000000000005,1
S0152a,X,bp_01_08,SZ,0.7841922420629428,0.7841922420629428,4.5,1
S0152a,X,bp_03_09,PR,0.9538812225621619,0.9538812225621619,0.6000000000000001,1
S0152a,X,bp_03_09,PZ,0.7018462906189381,0.7018462906189381,2.7,1
S0152a,X,bp_03_09,ST,0.7365647906345602,0.7365647906345602,4.75,1
S0152a,X,bp_03_09,SZ,0.7830974534957825,0.7830974534957825,4.5,1
S0152a,X,bp_03_09_pol,PR,0.9611764757457805,0.9611764757457805,0.6000000000000001,1
S0152a,X,bp_03_09_pol,PZ,0.5885562740589914,0.5885562740589914,2.6500000000000004,1
S0152a,X,bp_03_09_pol,ST,0.752715802341493,0.752715802341493,4.75,1
S0152a,X,bp_03_09_pol,SZ,0.752123223344365,0.752123223344365,4.55,1
S0152a,X,raw,PR,0.898247450526888,0.898247450526888,0.6000000000000001,1
S0152a,X,raw,PZ,0.6792356690313663,0.6792356690313663,2.7,1
S0152a,X,raw,ST,0.6178985651946155,0.6178985651946155,4.800000000000001,1
S0152a,X,raw,SZ,0.7582632404839184,0.7582632404839184,4.55,1
S0167a,Best17,bp_01_05,PR,0.368850620345533,0.368850620345533,2.85,1
S0167a,Best17,bp_01_05,PZ,0.472494855820318,0.472494855820318,2.95,1
S0167a,Best17,bp_01_05,ST,0.05082456762482239,0.05082456762482239,4.05,1
S0167a,Best17,bp_01_05,SZ,0.13873775507326586,0.13873775507326586,1.75,1
S0167a,Best17,bp_01_08,PR,0.2500063406604346,0.2500063406604346,0.35000000000000003,1
S0167a,Best17,bp_01_08,PZ,0.5602643066866404,0.5602643066866404,3.4000000000000004,1
S0167a,Best17,bp_01_08,ST,0.1072965207329932,0.1072965207329932,4.45,1
S0167a,Best17,bp_01_08,SZ,0.26415350931334813,0.26415350931334813,1.75,1
S0167a,Best17,bp_03_09,PR,0.5694978118587124,0.5694978118587124,1.55,1
S0167a,Best17,bp_03_09,PZ,0.45761699663164895,0.45761699663164895,2.5,1
