eval,gen,event_id,cost
82,9,S0185a,1.2919075223284398
83,9,S0185a,1.2839750560902985
84,9,S0185a,1.2950912305497808
85,9,S0185a,1.2393111629562967
86,9,S0185a,1.2061797998569013
87,9,S0185a,1.212262624940316
88,9,S0185a,1.2479378815788054
89,9,S0185a,1.1557568309613244
90,9,S0185a,1.2713150188267877
91,10,S0185a,1.3130798875243408
92,10,S0185a,1.2932471582766984
93,10,S0185a,1.3023465803636063
94,10,S0185a,1.2854994253984224
95,10,S0185a,1.2811247649204216
96,10,S0185a,1.1855609302957322
97,10,S0185a,1.2890860075549484
98,10,S0185a,1.2997357184717766
99,10,S0185a,1.2862009166129582
100,10,S0185a,1.284052810487434
101,11,S0185a,1.303854787486475
102,11,S0185a,1.266458722244522
103,11,S0185a,1.2988201559182673
104,11,S0185a,1.300268197900075
105,11,S0185a,1.1559269019252794
106,11,S0185a,1.2924268544903157
107,11,S0185a,1.2927668891233202
108,11,S0185a,1.2258840194473548
109,11,S0185a,1.266334351055014
110,11,S0185a,1.2854565418016972
111,12,S0185a,1.2792087265516043
112,12,S0185a,1.2764172498037551
113,12,S0185a,1.1267134357219657
114,12,S0185a,1.287531084943509
115,12,S0185a,1.3184609425151006
116,12,S0185a,1.2910530191913305
117,12,S0185a,1.2845618979630276
118,12,S0185a,1.2852698511744614
119,12,S0185a,1.2870330606984728
120,12,S0185a,1.3021699793419728
121,13,S0185a,1.300331040083321
122,13,S0185a,1.2385376900445488
123,13,S0185a,1.2301253068208493
124,13,S0185a,1.2987747007243768
125,13,S0185a,1.2768760617543544
126,13,S0185a,1.2978600525314112
127,13,S0185a,1.306659280264312
128,13,S0185a,1.3040692700590277
129,13,S0185a,1.2836598932627408
130,13,S0185a,1.290749272143324
131,14,S0185a,1.2467004329699103
132,14,S0185a,1.2856569090904104
133,14,S0185a,1.304231531425283
134,14,S0185a,1.2910530191913305
135,14,S0185a,1.1214911502076865
136,14,S0185a,1.1805438334541403
137,14,S0185a,1.3040692700590277
138,14,S0185a,1.1345964191071123
139,14,S0185a,1.3018446265878407
140,14,S0185a,1.281276903854133
141,15,S0185a,1.1217678997864002
142,15,S0185a,1.2364491711370356
143,15,S0185a,1.2451186490948731
144,15,S0185a,1.2381783971860976
145,15,S0185a,1.2844664839876003
146,15,S0185a,1.294283103658695
147,15,S0185a,1.253150707418607
148,15,S0185a,1.2232504159315583
149,15,S0185a,1.2876109818059511
150,15,S0185a,1.170226616477537
151,16,S0185a,1.2945686520862476
152,16,S0185a,1.2843248788750072
153,16,S0185a,1.3000394599718972
154,16,S0185a,1.2867194813747083
155,16,S0185a,1.2393111629562967
156,16,S0185a,1.2890659348335944
157,16,S0185a,1.212262624940316
158,16,S0185a,1.2479378815788054
159,16,S0185a,1.2574580321877336
160,16,S0185a,1.2928452374573975
161,17,S0185a,1.2961312430621137
162,17,S0185a,1.307871737898867
163,17,S0185a,1.2485010667604488
164,17,S0185a,1.1966191658419358
165,17,S0185a,1.2936777255141596
166,17,S0185a,1.1503209746209906
167,17,S0185a,1.299894522049199
168,17,S0185a,1.1745467787315926
169,17,S0185a,1.2389165388540517
170,17,S0185a,1.2635067554992592
171,18,S0185a,1.303854787486475
172,18,S0185a,1.266458722244522
173,18,S0185a,1.2915635732239605
174,18,S0185a,1.2952170977320985
175,18,S0185a,1.3131515814726806
176,18,S0185a,1.1345964191071123
177,18,S0185a,1.275320862484734
178,18,S0185a,1.2258840194473548
179,18,S0185a,1.2827013083252017
180,18,S0185a,1.2876109818059511
181,19,S0185a,1.2877817314959663
182,19,S0185a,1.3012788682374434
183,19,S0185a,1.1267134357219657
184,19,S0185a,1.1547621348348378
185,19,S0185a,1.1618915406049495
186,19,S0185a,1.285788587438122
187,19,S0185a,1.1300126434003825
188,19,S0185a,1.289725754567221
189,19,S0185a,1.3054210505487218
190,19,S0185a,1.296090714622554
191,20,S0185a,1.2506784618995228
192,20,S0185a,1.2385376900445488
193,20,S0185a,1.2924354592418463
194,20,S0185a,1.2856697283637666
195,20,S0185a,1.304217286101018
196,20,S0185a,1.301529282079912
197,20,S0185a,1.3039521567668921
198,20,S0185a,1.3040692700590277
199,20,S0185a,1.1210273331847123
200,20,S0185a,1.1727575336502194
201,21,S0185a,1.3084822437047683
202,21,S0185a,1.2856569090904104
203,21,S0185a,1.304231531425283
204,21,S0185a,1.1707784427805366
205,21,S0185a,1.2768760617543544
206,21,S0185a,1.2853804504504853
207,21,S0185a,1.2909667767067665
208,21,S0185a,1.1345964191071123
209,21,S0185a,1.2664177279415962
210,21,S0185a,1.2738020099485767
211,22,S0185a,1.1773447316489305
212,22,S0185a,1.1631542380075843
213,22,S0185a,1.2869226040244293
214,22,S0185a,1.2959666182861045
215,22,S0185a,1.1255745681033877
216,22,S0185a,1.3103603698215034
217,22,S0185a,1.2829728579285447
218,22,S0185a,1.3033585835096155
219,22,S0185a,1.2376822931367688
220,22,S0185a,1.170226616477537
221,23,S0185a,1.2881837104900002
222,23,S0185a,1.2840075219836902
223,23,S0185a,1.2965861382481605
224,23,S0185a,1.2867194813747083
225,23,S0185a,1.1237063569663197
226,23,S0185a,1.2061797998569013
227,23,S0185a,1.2851189145331203
228,23,S0185a,1.1467994140569022
229,23,S0185a,1.1557568309613244
230,23,S0185a,1.2713150188267877
231,24,S0185a,1.303193573692832
232,24,S0185a,1.2932471582766984
233,24,S0185a,1.2872803720522057
234,24,S0185a,1.1547692342412335
235,24,S0185a,1.2487463836764183
236,24,S0185a,1.3110585884908508
237,24,S0185a,1.2890860075549484
238,24,S0185a,1.1253044669713839
239,24,S0185a,1.170226616477537
240,24,S0185a,1.3005915464336195
241,25,S0185a,1.2828216817630738
242,25,S0185a,1.1211279326950176
243,25,S0185a,1.2989817264576562
244,25,S0185a,1.2930009907074114
245,25,S0185a,1.2890925060349812
246,25,S0185a,1.1345964191071123
247,25,S0185a,1.1231720931623779
248,25,S0185a,1.2878101264386324
249,25,S0185a,1.2958334077442055
250,25,S0185a,1.3022179799938685
251,26,S0185a,1.2822087774664923
252,26,S0185a,1.2868823780316982
253,26,S0185a,1.3026298074743106
254,26,S0185a,1.1547621348348378
255,26,S0185a,1.2794176221510274
256,26,S0185a,1.2893286837557827
257,26,S0185a,1.123899277552514
258,26,S0185a,1.2916210778893547
259,26,S0185a,1.2973609352954831
260,26,S0185a,1.129413520030976
261,27,S0185a,1.29197849718406
262,27,S0185a,1.288164401121557
263,27,S0185a,1.2856290213281232
264,27,S0185a,1.2793929698837365
265,27,S0185a,1.2913305511632018
266,27,S0185a,1.3011460258030128
267,27,S0185a,1.260174239932594
268,27,S0185a,1.3040692700590277
269,27,S0185a,1.3022267791391477
270,27,S0185a,1.2851729299342862
271,28,S0185a,1.2467004329699103
272,28,S0185a,1.2712915292071725
273,28,S0185a,1.3022179799938685
274,28,S0185a,1.1707784427805366
275,28,S0185a,1.154250502611541
276,28,S0185a,1.3020290630209193
277,28,S0185a,1.2909667767067665
278,28,S0185a,1.1345964191071123
279,28,S0185a,1.1551231437362914
280,28,S0185a,1.2738020099485767
281,29,S0185a,1.2907512412354953
282,29,S0185a,1.2923647285971085
283,29,S0185a,1.296256457409652
284,29,S0185a,1.1332271814703558
285,29,S0185a,1.3066799888521148
286,29,S0185a,1.118910907392074
287,29,S0185a,1.2849385265580835
288,29,S0185a,1.1336440251573934
289,29,S0185a,1.2376822931367688
290,29,S0185a,1.1210510277993955
291,30,S0185a,1.2881837104900002
292,30,S0185a,1.2909037631668063
293,30,S0185a,1.2839750560902985
294,30,S0185a,1.1683966694660226
295,30,S0185a,1.2982134837947186
296,30,S0185a,1.2061797998569013
297,30,S0185a,1.3134066436488094
298,30,S0185a,1.2703136133953024
299,30,S0185a,1.1557568309613244
300,30,S0185a,1.1552654663441846
301,31,S0185a,1.2868357112595268
302,31,S0185a,1.2932471582766984
303,31,S0185a,1.2950281030701238
304,31,S0185a,1.1547692342412335
305,31,S0185a,1.2487463836764183
306,31,S0185a,1.1273031089578218
307,31,S0185a,1.1193687132546077
308,31,S0185a,1.1253044669713839
309,31,S0185a,1.170226616477537
310,31,S0185a,1.2635067554992592
311,32,S0185a,1.118910907392074
312,32,S0185a,1.286662010293922
313,32,S0185a,1.2701363466925821
314,32,S0185a,1.2964067934360548
315,32,S0185a,1.2475555501154756
316,32,S0185a,1.3033869709756984
317,32,S0185a,1.301529282079912
318,32,S0185a,1.2983541735933233
319,32,S0185a,1.3024031720530578
320,32,S0185a,1.1229590708330934
321,33,S0185a,1.21598123248984
322,33,S0185a,1.303214820022192
323,33,S0185a,1.3197587504633943
324,33,S0185a,1.1714890595867185
325,33,S0185a,1.266713968356668
326,33,S0185a,1.2344532647478803
327,33,S0185a,1.1199272134106701
328,33,S0185a,1.297217847017079
329,33,S0185a,1.2865219074815637
330,33,S0185a,1.2472838483395512
331,34,S0185a,1.2478717092151626
332,34,S0185a,1.2385376900445488
333,34,S0185a,1.3013269234982912
334,34,S0185a,1.3023330081478113
335,34,S0185a,1.2909024262806672
336,34,S0185a,1.1567268419034873
337,34,S0185a,1.260174239932594
338,34,S0185a,1.2983524750314852
339,34,S0185a,1.299361998043087
340,34,S0185a,1.125366815722985
341,35,S0185a,1.2467004329699103
342,35,S0185a,1.2712915292071725
343,35,S0185a,1.295779306281844
344,35,S0185a,1.2918346177162634
345,35,S0185a,1.1214911502076865
346,35,S0185a,1.1805438334541403
347,35,S0185a,1.2909667767067665
348,35,S0185a,1.1345964191071123
349,35,S0185a,1.1551231437362914
350,35,S0185a,1.125336886141527
351,36,S0185a,1.1161640770179795
352,36,S0185a,1.1551231437362914
353,36,S0185a,1.3012909513669353
354,36,S0185a,1.2860244109886487
355,36,S0185a,1.2921051089140048
356,36,S0185a,1.118910907392074
357,36,S0185a,1.2903228278051295
358,36,S0185a,1.1444038840006368
359,36,S0185a,1.1264595692287886
360,36,S0185a,1.205749187977288
361,37,S0185a,1.124607268105517
362,37,S0185a,1.1203791053925878
363,37,S0185a,1.2030059907857678
364,37,S0185a,1.1223942304220045
365,37,S0185a,1.1237063569663197
366,37,S0185a,1.1205965562920124
367,37,S0185a,1.277189769847817
368,37,S0185a,1.1467994140569022
369,37,S0185a,1.1557568309613244
370,37,S0185a,1.1310750284051259
371,38,S0185a,1.189627451308464
372,38,S0185a,1.2985203613673082
373,38,S0185a,1.199916759031735
374,38,S0185a,1.1547692342412335
375,38,S0185a,1.3011559993712036
376,38,S0185a,1.1195083238950505
377,38,S0185a,1.2367591110600469
378,38,S0185a,1.1253044669713839
379,38,S0185a,1.1290931385826453
380,38,S0185a,1.2635067554992592
381,39,S0185a,1.2643497521761629
382,39,S0185a,1.125241625254325
383,39,S0185a,1.1529790023456186
384,39,S0185a,1.288796839950772
385,39,S0185a,1.1559269019252794
386,39,S0185a,1.1345964191071123
387,39,S0185a,1.2800936388692943
388,39,S0185a,1.286214841123178
389,39,S0185a,1.266334351055014
390,39,S0185a,1.2514607998789564
391,40,S0185a,1.2457557776752508
392,40,S0185a,1.2908657310284464
393,40,S0185a,1.2484004846222914
394,40,S0185a,1.1547621348348378
395,40,S0185a,1.296184641411085
396,40,S0185a,1.1622609086649023
397,40,S0185a,1.2733094213204015
398,40,S0185a,1.2891188821522337
399,40,S0185a,1.2883966289301747
400,40,S0185a,1.129413520030976
401,41,S0185a,1.2478717092151626
402,41,S0185a,1.2189496009721295
403,41,S0185a,1.1378468317512198
404,41,S0185a,1.2793929698837365
405,41,S0185a,1.3023680775014348
406,41,S0185a,1.29712289028277
407,41,S0185a,1.2947702997938015
408,41,S0185a,1.2983524750314852
409,41,S0185a,1.1529790023456186
410,41,S0185a,1.125366815722985
411,42,S0185a,1.2489827838814636
412,42,S0185a,1.2712915292071725
413,42,S0185a,1.125349330874254
414,42,S0185a,1.1707784427805366
415,42,S0185a,1.1214911502076865
416,42,S0185a,1.2928699472728042
417,42,S0185a,1.1523345550384492
418,42,S0185a,1.126755074023754
419,42,S0185a,1.301138355777271
420,42,S0185a,1.2920085639521726
421,43,S0185a,1.1161640770179795
422,43,S0185a,1.2742346503576316
423,43,S0185a,1.155997363569472
424,43,S0185a,1.181136039261717
425,43,S0185a,1.2996700408368898
426,43,S0185a,1.118910907392074
427,43,S0185a,1.1805801525830897
428,43,S0185a,1.2959495529911778
429,43,S0185a,1.1264595692287886
430,43,S0185a,1.1210510277993955
431,44,S0185a,1.218378718809317
432,44,S0185a,1.1335123595022716
433,44,S0185a,1.1278072501100138
434,44,S0185a,1.2890666246171145
435,44,S0185a,1.1237063569663197
436,44,S0185a,1.1574963040389117
437,44,S0185a,1.212262624940316
438,44,S0185a,1.1607041413709371
439,44,S0185a,1.2780834863719588
440,44,S0185a,1.1310750284051259
441,45,S0185a,1.1551750281009106
442,45,S0185a,1.301194615180489
443,45,S0185a,1.2654648169131004
444,45,S0185a,1.1233644682534574
445,45,S0185a,1.2479939675622367
446,45,S0185a,1.1351223439588825
447,45,S0185a,1.2264904600206608
448,45,S0185a,1.1253044669713839
449,45,S0185a,1.1290931385826453
450,45,S0185a,1.1365081527247025
451,46,S0185a,1.2918755598124922
452,46,S0185a,1.3117451918005527
453,46,S0185a,1.1529790023456186
454,46,S0185a,1.292405008211324
455,46,S0185a,1.1559269019252794
456,46,S0185a,1.118910907392074
457,46,S0185a,1.168617704697076
458,46,S0185a,1.289860902905567
459,46,S0185a,1.1650989005905572
460,46,S0185a,1.1948837045214367
461,47,S0185a,1.300579883077591
462,47,S0185a,1.2708674734110574
463,47,S0185a,1.1267134357219657
464,47,S0185a,1.290964240447781
465,47,S0185a,1.1618915406049495
466,47,S0185a,1.1895792611170932
467,47,S0185a,1.2823021275201545
468,47,S0185a,1.2041800455049876
469,47,S0185a,1.2472741297254069
470,47,S0185a,1.287407717240547
471,48,S0185a,1.2478717092151626
472,48,S0185a,1.2899055114840787
473,48,S0185a,1.151631621920079
474,48,S0185a,1.2793929698837365
475,48,S0185a,1.3023136115919862
476,48,S0185a,1.2392613062860975
477,48,S0185a,1.2274605934203735
478,48,S0185a,1.2873466546458348
479,48,S0185a,1.1498344507768046
480,48,S0185a,1.2725834115535115
481,49,S0185a,1.2467004329699103
482,49,S0185a,1.3006790273834765
483,49,S0185a,1.127590168486678
484,49,S0185a,1.155349758934134
485,49,S0185a,1.300385306136091
486,49,S0185a,1.2575054065676894
487,49,S0185a,1.1234076542298483
488,49,S0185a,1.2712390276061147
489,49,S0185a,1.1551231437362914
490,49,S0185a,1.305515843226967
491,50,S0185a,1.1147145097365476
492,50,S0185a,1.1504450288944714
493,50,S0185a,1.155997363569472
494,50,S0185a,1.1332271814703558
495,50,S0185a,1.127590168486678
496,50,S0185a,1.118910907392074
497,50,S0185a,1.1805801525830897
498,50,S0185a,1.2845152664342094
499,50,S0185a,1.2832108977384826
500,50,S0185a,1.3155737564342596
501,51,S0185a,1.2765873405041601
502,51,S0185a,1.1203791053925878
503,51,S0185a,1.1164132479450326
504,51,S0185a,1.1223942304220045
505,51,S0185a,1.1237063569663197
506,51,S0185a,1.1320407648014814
507,51,S0185a,1.1554522190127297
508,51,S0185a,1.1467994140569022
509,51,S0185a,1.2963707169800722
510,51,S0185a,1.1589331037310457
511,52,S0185a,1.3037700395162766
512,52,S0185a,1.2932471582766984
513,52,S0185a,1.199916759031735
514,52,S0185a,1.2371263753012967
515,52,S0185a,1.2479939675622367
516,52,S0185a,1.2616055202337146
517,52,S0185a,1.1193687132546077
518,52,S0185a,1.2972770503078235
519,52,S0185a,1.2112692066686712
520,52,S0185a,1.2937084864719244
521,53,S0185a,1.2943329673969615
522,53,S0185a,1.1946182572329855
523,53,S0185a,1.1529790023456186
524,53,S0185a,1.1607281397791929
525,53,S0185a,1.1559269019252794
526,53,S0185a,1.270685845707149
527,53,S0185a,1.1231720931623779
528,53,S0185a,1.1545959638379846
529,53,S0185a,1.2923763732007325
530,53,S0185a,1.1962906781972389
531,54,S0185a,1.258212859458748
532,54,S0185a,1.1375215749572782
533,54,S0185a,1.3010598185495619
534,54,S0185a,1.161607877764789
535,54,S0185a,1.1189101423421275
536,54,S0185a,1.2101409455150267
537,54,S0185a,1.2070148055574728
538,54,S0185a,1.1253044669713839
539,54,S0185a,1.2472741297254069
540,54,S0185a,1.129413520030976
541,55,S0185a,1.2831067080918381
542,55,S0185a,1.1225051206589225
543,55,S0185a,1.1378468317512198
544,55,S0185a,1.1937975033549004
545,55,S0185a,1.1585893293628575
546,55,S0185a,1.1631542380075843
547,55,S0185a,1.2932624061813105
548,55,S0185a,1.2989556047719046
549,55,S0185a,1.2874705229263848
550,55,S0185a,1.3039940750618926
551,56,S0185a,1.2925254039376113
552,56,S0185a,1.2712915292071725
553,56,S0185a,1.2663750984920052
554,56,S0185a,1.1195083238950505
555,56,S0185a,1.3023719942123284
556,56,S0185a,1.1805438334541403
557,56,S0185a,1.1234076542298483
558,56,S0185a,1.296283888261742
559,56,S0185a,1.2907654278676983
560,56,S0185a,1.1622290465503864
561,57,S0185a,1.2739003780770068
562,57,S0185a,1.1199272134106701
563,57,S0185a,1.155997363569472
564,57,S0185a,1.2966267198273989
565,57,S0185a,1.124607268105517
566,57,S0185a,1.2928997120329733
567,57,S0185a,1.123899277552514
568,57,S0185a,1.2822786247414926
569,57,S0185a,1.2262820522379707
570,57,S0185a,1.1210510277993955
571,58,S0185a,1.3025480663969824
572,58,S0185a,1.1179922056602145
573,58,S0185a,1.1164132479450326
574,58,S0185a,1.1877080882209385
575,58,S0185a,1.15597530802102
576,58,S0185a,1.12833423069875
577,58,S0185a,1.1234753970268319
578,58,S0185a,1.2702119728077685
579,58,S0185a,1.1557568309613244
580,58,S0185a,1.1375215749572782
581,59,S0185a,1.2796189177985366
582,59,S0185a,1.2932471582766984
583,59,S0185a,1.1590462821863339
584,59,S0185a,1.2852242699487837
585,59,S0185a,1.1395582263101907
586,59,S0185a,1.3038959238218824
587,59,S0185a,1.1193687132546077
588,59,S0185a,1.2944382083934771
589,59,S0185a,1.1561432736803183
590,59,S0185a,1.1365081527247025
591,60,S0185a,1.1979762309035906
592,60,S0185a,1.2775516700566834
593,60,S0185a,1.1529790023456186
594,60,S0185a,1.126786468730686
595,60,S0185a,1.1217451446441582
596,60,S0185a,1.1378468317512198
597,60,S0185a,1.2724452261547632
598,60,S0185a,1.3036293020527157
599,60,S0185a,1.1213074561868763
600,60,S0185a,1.1549193995802947
601,61,S0185a,1.1226678310206932
602,61,S0185a,1.1732691545316714
603,61,S0185a,1.1732691545316714
604,61,S0185a,1.2869978978303958
605,61,S0185a,1.3019101956609962
606,61,S0185a,1.118910907392074
607,61,S0185a,1.2626541001381102
608,61,S0185a,1.1242412629315173
609,61,S0185a,1.123571510283559
610,61,S0185a,1.1713153604988924
611,62,S0185a,1.276269537357144
612,62,S0185a,1.1225051206589225
613,62,S0185a,1.138369841852334
614,62,S0185a,1.2965954962633768
615,62,S0185a,1.129249111276806
616,62,S0185a,1.2890081801397462
617,62,S0185a,1.2474196567991216
618,62,S0185a,1.2873466546458348
619,62,S0185a,1.2928452374573975
620,62,S0185a,1.125366815722985
621,63,S0185a,1.2467004329699103
622,63,S0185a,1.1274403976546081
623,63,S0185a,1.289640236876438
624,63,S0185a,1.1634814086279428
625,63,S0185a,1.1490031321118912
626,63,S0185a,1.1805438334541403
627,63,S0185a,1.1234076542298483
628,63,S0185a,1.2871565643471858
629,63,S0185a,1.124059158766793
630,63,S0185a,1.2503694710595181
631,64,S0185a,1.1147145097365476
632,64,S0185a,1.2377534621462225
633,64,S0185a,1.2784414656972567
634,64,S0185a,1.1332271814703558
635,64,S0185a,1.2482265598242055
636,64,S0185a,1.1199272134106701
637,64,S0185a,1.3022669888210965
638,64,S0185a,1.1336440251573934
639,64,S0185a,1.1217678997864002
640,64,S0185a,1.2704083332694784
641,65,S0185a,1.2741561898095672
642,65,S0185a,1.2864344544906903
643,65,S0185a,1.288905953917408
644,65,S0185a,1.1239185166951702
645,65,S0185a,1.1286357243004015
646,65,S0185a,1.1205965562920124
647,65,S0185a,1.1288661208454367
648,65,S0185a,1.1326828721939919
649,65,S0185a,1.297551453358885
650,65,S0185a,1.2920401945953692
651,66,S0185a,1.2481291276685242
652,66,S0185a,1.2932471582766984
653,66,S0185a,1.1131368995669928
654,66,S0185a,1.1147145097365476
655,66,S0185a,1.121958345481771
656,66,S0185a,1.3069342753765316
657,66,S0185a,1.1225068418625264
658,66,S0185a,1.1253044669713839
659,66,S0185a,1.2330750500021521
660,66,S0185a,1.2865219074815637
661,67,S0185a,1.118910907392074
662,67,S0185a,1.1211279326950176
663,67,S0185a,1.2884864390682504
664,67,S0185a,1.2926729640836592
665,67,S0185a,1.1217451446441582
666,67,S0185a,1.118910907392074
667,67,S0185a,1.1231720931623779
668,67,S0185a,1.1223942304220045
669,67,S0185a,1.1213074561868763
670,67,S0185a,1.3042082683475091
671,68,S0185a,1.1226678310206932
672,68,S0185a,1.1375215749572782
673,68,S0185a,1.1181728335857817
674,68,S0185a,1.1547621348348378
675,68,S0185a,1.302311073987918
676,68,S0185a,1.139511103682025
677,68,S0185a,1.2881984373270794
678,68,S0185a,1.126786468730686
679,68,S0185a,1.127923210271589
680,68,S0185a,1.172913372322076
681,69,S0185a,1.2548192829803677
682,69,S0185a,1.2702525275676981
683,69,S0185a,1.1290931385826453
684,69,S0185a,1.1134147222320387
685,69,S0185a,1.129249111276806
686,69,S0185a,1.1326553825241064
687,69,S0185a,1.1474573649152107
688,69,S0185a,1.2869573078857188
689,69,S0185a,1.1246814198988346
690,69,S0185a,1.2708013684581108
691,70,S0185a,1.1225833473409381
692,70,S0185a,1.1175884368820856
693,70,S0185a,1.2920401945953692
694,70,S0185a,1.3014932196083908
695,70,S0185a,1.1214911502076865
696,70,S0185a,1.120204099999378
697,70,S0185a,1.257410218960306
698,70,S0185a,1.2885798942097093
699,70,S0185a,1.124997509063297
700,70,S0185a,1.283323862980672
701,71,S0185a,1.130458955577847
702,71,S0185a,1.1199272134106701
703,71,S0185a,1.2982854047975927
704,71,S0185a,1.123567090336654
705,71,S0185a,1.124607268105517
706,71,S0185a,1.1231080077777722
707,71,S0185a,1.2823021275201545
708,71,S0185a,1.3131169034326802
709,71,S0185a,1.1217678997864002
710,71,S0185a,1.1310795986823114
711,72,S0185a,1.124607268105517
712,72,S0185a,1.121958345481771
713,72,S0185a,1.1257826048869934
714,72,S0185a,1.1223942304220045
715,72,S0185a,1.123854461818981
716,72,S0185a,1.288536615374436
717,72,S0185a,1.1253189315801821
718,72,S0185a,1.2799377991196037
719,72,S0185a,1.1201664061732355
720,72,S0185a,1.1310750284051259
721,73,S0185a,1.1231720931623779
722,73,S0185a,1.121612375842378
723,73,S0185a,1.1147145097365476
724,73,S0185a,1.3009309414942898
725,73,S0185a,1.121958345481771
726,73,S0185a,1.1193687132546077
727,73,S0185a,1.122639156538756
728,73,S0185a,1.2040055731566812
729,73,S0185a,1.3100638551560084
730,73,S0185a,1.1365081527247025
731,74,S0185a,1.1210273331847123
732,74,S0185a,1.1336440251573934
733,74,S0185a,1.1218919634608135
734,74,S0185a,1.126786468730686
735,74,S0185a,1.1219281623415376
736,74,S0185a,1.2878473297437707
737,74,S0185a,1.3034177732047734
738,74,S0185a,1.1223942304220045
739,74,S0185a,1.1216848113926874
740,74,S0185a,1.1213074561868763
741,75,S0185a,1.3023787811717984
742,75,S0185a,1.1375215749572782
743,75,S0185a,1.1250259339079527
744,75,S0185a,1.1253189315801821
745,75,S0185a,1.1292674736365074
746,75,S0185a,1.118910907392074
747,75,S0185a,1.1199272134106701
748,75,S0185a,1.1300126434003825
749,75,S0185a,1.123571510283559
750,75,S0185a,1.129413520030976
751,76,S0185a,1.2478717092151626
752,76,S0185a,1.2901343060834012
753,76,S0185a,1.1270737405126257
754,76,S0185a,1.1134147222320387
755,76,S0185a,1.1298442853233888
756,76,S0185a,1.1261942494043258
757,76,S0185a,1.1199272134106701
758,76,S0185a,1.124059158766793
759,76,S0185a,1.1212383216645418
760,76,S0185a,1.133237876767605
761,77,S0185a,1.1161640770179795
762,77,S0185a,1.1192021989138168
763,77,S0185a,1.125349330874254
764,77,S0185a,1.126755074023754
765,77,S0185a,1.1229590708330934
766,77,S0185a,1.1523417335480695
767,77,S0185a,1.1205965562920124
768,77,S0185a,1.124838342074778
769,77,S0185a,1.124059158766793
770,77,S0185a,1.125336886141527
771,78,S0185a,1.1131368995669928
772,78,S0185a,1.1131368995669928
773,78,S0185a,1.1131368995669928
774,78,S0185a,1.1131368995669928
775,78,S0185a,1.1131368995669928
776,78,S0185a,1.1131368995669928
777,78,S0185a,1.1131368995669928
778,78,S0185a,1.1131368995669928
"[6.455718046955408, 8.984525216979462, 3.3715743704323944, 5.4164051275278355, 1017.9678881726296, 143.69095909606256, 1616.2302125346332]",S0185a,1.2962340197587943
